"STATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00451233","2021-09-08",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","22.8",",,7","9.4",",,7","16.7",",,7,0800",,,,,,
"USC00451233","2021-09-09",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","23.9",",,7","10.0",",,7","12.2",",,7,0800",,,,,,
"USC00451233","2021-09-10",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","23.3",",,7","12.2",",,7","13.3",",,7,0800",,,,,,
"USC00451233","2021-09-11",,,,,"1.0",",,7,0800","0.0",",,7,","0.0",",,7,","13.9",",,7","8.9",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2021-09-12",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","18.3",",,7","7.8",",,7","12.8",",,7,0800",,,,,,
"USC00451233","2021-09-13",,,,,"3.6",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","7.8",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2021-09-14",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","16.1",",,7","7.8",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2021-09-15",,,,,"15.5",",,7,0800","0.0",",,7,","0.0",",,7,","17.8",",,7","7.8",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2021-09-16",,,,,"1.5",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","4.4",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2021-09-17",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","15.6",",,7","4.4",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2021-09-18",,,,,"41.4",",,7,0800","0.0",",,7,","0.0",",,7,","13.9",",,7","9.4",",,7","10.0",",,7,0800",,,,,,
"USC00451233","2021-09-19",,,,,"21.3",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","8.3",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2021-09-20",,,,,"8.1",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","8.3",",,7","11.1",",,7,0800",,,,,,
"USC00451233","2021-09-21",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","17.2",",,7","7.2",",,7","17.2",",,7,0800",,,,,,
"USC00451233","2021-09-22",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","17.8",",,7","12.2",",,7","13.3",",,7,0800",,,,,,
"USC00451233","2021-09-23",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","15.6",",,7","9.4",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2021-09-24",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","17.2",",,7","7.2",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2021-09-25",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","20.0",",,7","7.2",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2021-09-26",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","22.2",",,7","8.3",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2021-09-27",,,,,"25.4",",,7,0800","0.0",",,7,","0.0",",,7,","17.8",",,7","8.9",",,7","10.6",",,7,0800",,,,,,
"USC00451233","2021-09-28",,,,,"19.6",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","7.2",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2021-09-29",,,,,"12.2",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","6.7",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2021-09-30",,,,,"17.8",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","6.7",",,7","10.0",",,7,0800",,,,,,
"USC00451233","2021-10-01",,,,,"21.1",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","6.7",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2021-10-02",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","12.2",",,7","6.1",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2021-10-03",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","15.0",",,7","7.8",",,7","9.4",",,7,0800",,,,,,
"USC00451233","2021-10-04",,,,,"1.0",",,7,0800","0.0",",,7,","0.0",",,7,","12.2",",,7","6.7",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2021-10-05",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","6.7",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2021-10-06",,,,,"13.0",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","5.0",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2021-10-07",,,,,"23.4",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","2.8",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2021-10-08",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","2.8",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2021-10-09",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","2.2",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2021-10-10",,,,,"23.4",",,7,0800","0.0",",,7,","0.0",",,7,","10.6",",,7","3.3",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2021-10-11",,,,,"12.2",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","2.2",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2021-10-12",,,,,"2.8",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2021-10-13",,,,,"11.4",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","0.0",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2021-10-14",,,,,"7.1",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","3.3",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2021-10-15",,,,,"10.2",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","4.4",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2021-10-16",,,,,"1.0",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","7.2",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2021-10-17",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","14.4",",,7","6.1",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2021-10-18",,,,,"1.8",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","5.6",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2021-10-19",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","3.9",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2021-10-20",,,,,"3.0",",,7,0800","0.0",",,7,","0.0",",,7,","13.9",",,7","3.9",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2021-10-21",,,,,"1.5",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","5.6",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2021-10-22",,,,,,,"0.0",",,7,","0.0",",,7,",,,,,,,,,,,,
"USC00451233","2021-10-23",,,,,,,"0.0",",,7,","0.0",",,7,",,,,,,,,,,,,
"USC00451233","2021-10-24","    3",",,7","31.0",",,7",,,"0.0",",,7,","0.0",",,7,",,,,,,,,,,,,
"USC00451233","2021-10-25",,,,,"4.3",",,7,0800","0.0",",,7,","0.0",",,7,",,,,,,,,,,,,
"USC00451233","2021-10-26",,,,,"18.3",",,7,0800","0.0",",,7,","0.0",",,7,",,,,,"5.6",",,7,0800",,,,,,
"USC00451233","2021-10-27",,,,,"33.3",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","5.0",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2021-10-28",,,,,"22.1",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","5.0",",,7","11.7",",,7,0800",,,,,,
"USC00451233","2021-10-29",,,,,"100.8",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","4.4",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2021-10-30",,,,,,,"0.0",",,7,","0.0",",,7,",,,,,,,,,,,,
"USC00451233","2021-10-31","    2",",,7","1.8",",,7",,,"0.0",",,7,","0.0",",,7,","8.9",",,7","0.6",",,7","6.7",",,7,0800",,,,,,
"USC00451233","2021-11-01",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","10.6",",,7","6.7",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2021-11-02",,,,,"7.6",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","4.4",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2021-11-03",,,,,"4.6",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","5.0",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2021-11-04",,,,,"8.4",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","7.8",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2021-11-05",,,,,"31.8",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","5.0",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2021-11-06",,,,,"19.8",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","1.7",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2021-11-07",,,,,"24.9",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","0.6",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2021-11-08",,,,,"11.9",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","0.0",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2021-11-09",,,,,"9.4",",,7,0800","0.0",",,7,","0.0",",,7,",,,,,"4.4",",,7,0800",,,,,,
"USC00451233","2021-11-10",,,,,"17.3",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","2.2",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2021-11-11",,,,,"11.9",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","2.2",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2021-11-13","    2",",,7","122.7",",,7",,,"0.0",",,7,","0.0",",,7,","10.0",",,7","3.3",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2021-11-15","    2",",,7","65.0",",,7",,,"0.0",",,7,","0.0",",,7,","14.4",",,7","3.3",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2021-11-16",,,,,"12.4",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","1.7",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2021-11-17",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","-2.2",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2021-11-18",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","2.2",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2021-11-19",,,,,"22.6",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","1.7",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2021-11-21","    2",",,7","2.8",",,7",,,"0.0",",,7,","0.0",",,7,","3.3",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2021-11-22",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","0.0",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2021-11-23",,,,,"27.7",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","0.0",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2021-11-29","    6",",,7","112.5",",,7",,,"0.0",",,7,","0.0",",,7,","12.8",",,7","1.1",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2021-11-30",,,,,"10.7",",,7,0800","0.0",",,7,","0.0",",,7,","10.6",",,7","7.8",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2021-12-01",,,,,"13.2",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","7.2",",,7","9.4",",,7,0800",,,,,,
"USC00451233","2021-12-02",,,,,"4.1",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","3.9",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2021-12-03",,,,,"5.6",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2021-12-05","    2",",,7","27.7",",,7",,,"51.0",",,7,","51.0",",,7,","1.7",",,7","-1.7",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2021-12-06",,,,,"4.1",",,7,0800","8.0",",,7,","76.0",",,7,","0.6",",,7","-1.7",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2021-12-07",,,,,"17.0",",,7,0800","0.0",",,7,","51.0",",,7,","2.8",",,7","-0.6",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2021-12-08",,,,,"13.5",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","2.2",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2021-12-09",,,,,"20.3",",,7,0800","66.0",",,7,","76.0",",,7,","3.9",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2021-12-11","    2",",,7","47.5",",,7",,,"0.0",",,7,","25.0",",,7,","5.6",",,7","-0.6",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2021-12-12",,,,,"35.1",",,7,0800","28.0",",,7,","51.0",",,7,","4.4",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2021-12-13",,,,,"7.1",",,7,0800","30.0",",,7,","76.0",",,7,","1.1",",,7","-0.6",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2021-12-14",,,,,"6.1",",,7,0800","41.0",",,7,","127.0",",,7,","1.7",",,7","-2.2",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2021-12-15",,,,,"8.4",",,7,0800","117.0",",,7,","203.0",",,7,","0.0",",,7","-1.7",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2021-12-16",,,,,"1.5",",,7,0800","13.0",",,7,","203.0",",,7,","0.6",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2021-12-19","    3",",,7","47.5",",,7",,,"25.0",",,7,","178.0",",,7,","6.1",",,7","-1.1",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2021-12-20",,,,,"5.6",",,7,0800","91.0",",,7,","254.0",",,7,","1.1",",,7","-1.7",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2021-12-21",,,,,"4.3",",,7,0800","5.0",",,7,","229.0",",,7,","1.1",",,7","-1.7",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2021-12-22",,,,,"19.8",",,7,0800","0.0",",,7,","127.0",",,7,","5.0",",,7","-0.6",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2021-12-27","    5",",,7","103.1",",,7",,,"541.0",",,7,","584.0",",,7,","3.9",",,7","-11.7",",,7","-10.6",",,7,0800",,,,,,
"USC00451233","2021-12-28",,,,,"3.0",",,7,0800","51.0",",,7,","610.0",",,7,","-6.1",",,7","-10.6",",,7","-6.1",",,7,0800",,,,,,
"USC00451233","2021-12-29",,,,,"0.8",",,7,0800","3.0",",,7,","584.0",",,7,","-5.0",",,7","-7.8",",,7","-6.7",",,7,0800",,,,,,
"USC00451233","2022-01-03","    5",",,7","55.1",",,7",,,"546.0",",,7,","838.0",",,7,",,,,,,,,,,,,
"USC00451233","2022-01-04",,,,,"9.1",",,7,0800","91.0",",,7,","914.0",",,7,",,,,,,,,,,,,
"USC00451233","2022-01-05",,,,,"11.2",",,7,0800","79.0",",,7,","864.0",",,7,",,,,,,,,,,,,
"USC00451233","2022-01-06",,,,,"76.7",",,7,0800","53.0",",,7,","838.0",",,7,","0.0",",,7","-1.1",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2022-01-07",,,,,"83.8",",,7,0800","0.0",",,7,","762.0",",,7,","7.2",",,7","-0.6",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-01-09","    2",",,7","8.6",",,7",,,"0.0",",,7,","279.0",",,7,","7.2",",,7","-1.1",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2022-01-10",,,,,"0.3",",,7,0800","0.0",",,7,","229.0",",,7,","6.1",",,7","1.7",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2022-01-11",,,,,"20.8",",,7,0800","0.0",",,7,","178.0",",,7,","3.9",",,7","1.1",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-01-12",,,,,"57.4",",,7,0800","0.0",",,7,","76.0",",,7,","5.6",",,7","2.2",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2022-01-13",,,,,"5.1",",,7,0800","0.0",",,7,","76.0",",,7,","4.4",",,7","1.7",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-01-14",,,,,"7.6",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","0.6",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2022-01-16","    2",",,7","0.3",",,7",,,"0.0",",,7,","0.0",",,7,","3.9",",,7","-0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2022-01-17",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","0.6",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2022-01-18",,,,,"14.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","1.7",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-01-19",,,,,"5.3",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","1.1",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2022-01-20",,,,,"24.9",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","1.7",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2022-01-21",,,,,"2.5",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","1.7",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2022-01-23","    2",",,7","0.8",",,7",,,"0.0",",,7,","0.0",",,7,","8.9",",,7","-1.1",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2022-01-24",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2022-01-25",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","-1.7",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2022-01-26",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","-1.1",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-01-27",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","-0.6",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2022-01-28",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2022-01-29",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","2.8",",,7","-2.2",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2022-01-31","    2",",,7","16.3",",,7",,,"0.0",",,7,","0.0",",,7,","6.1",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2022-02-01",,,,,"12.7",",,7,0800","58.0",",,7,","51.0",",,7,","1.7",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2022-02-02",,,,,"0.0",",,7,0800","0.0",",,7,","51.0",",,7,","1.7",",,7","-3.3",",,7","-2.8",",,7,0800",,,,,,
"USC00451233","2022-02-03",,,,,"7.4",",,7,0800","0.0",",,7,","51.0",",,7,","1.1",",,7","-2.8",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2022-02-04",,,,,"4.1",",,7,0800","0.0",",,7,","25.0",",,7,","2.8",",,7","0.0",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2022-02-05",,,,,"4.6",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","1.1",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2022-02-06",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","0.0",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-02-07",,,,,"2.3",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","1.1",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-02-08",,,,,"1.5",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","2.2",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2022-02-09",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","0.6",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2022-02-10",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","1.7",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-02-11",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","0.6",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2022-02-12",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","0.0",",,7","11.1",",,7,0800",,,,,,
"USC00451233","2022-02-13",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","2.8",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2022-02-14",,,,,"7.1",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","2.8",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2022-02-15",,,,,"9.7",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","1.7",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-02-16",,,,,"8.9",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","2.2",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-02-17",,,,,"3.0",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","0.6",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2022-02-18",,,,,"0.5",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2022-02-19",,,,,"2.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","0.0",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-02-20",,,,,"21.3",",,7,0800","30.0",",,7,","25.0",",,7,","4.4",",,7","-0.6",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2022-02-21",,,,,"14.5",",,7,0800","107.0",",,7,","127.0",",,7,","2.2",",,7","-0.6",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2022-02-22",,,,,"9.1",",,7,0800","109.0",",,7,","203.0",",,7,","0.6",",,7","-6.7",",,7","-6.1",",,7,0800",,,,,,
"USC00451233","2022-02-23",,,,,"0.0",",,7,0800","0.0",",,7,","178.0",",,7,","-2.2",",,7","-8.9",",,7","-8.9",",,7,0800",,,,,,
"USC00451233","2022-02-24",,,,,"1.0",",,7,0800","23.0",",,7,","178.0",",,7,","-1.7",",,7","-8.9",",,7","-5.0",",,7,0800",,,,,,
"USC00451233","2022-02-25",,,,,"0.0",",,7,0800","0.0",",,7,","152.0",",,7,","-0.6",",,7","-6.7",",,7","-3.9",",,7,0800",,,,,,
"USC00451233","2022-02-26",,,,,"0.0",",,7,0800","0.0",",,7,","152.0",",,7,","2.8",",,7","-6.7",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2022-02-27",,,,,"22.9",",,7,0800","0.0",",,7,","102.0",",,7,","3.9",",,7","0.6",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2022-02-28",,,,,"84.8",",,7,0800","0.0",",,7,","25.0",",,7,","3.3",",,7","0.6",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2022-03-01",,,,,"116.3",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","2.8",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2022-03-02",,,,,"17.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","3.3",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2022-03-03",,,,,"2.5",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2022-03-04",,,,,"3.3",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2022-03-05",,,,,"2.3",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","0.0",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2022-03-06",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2022-03-07",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","-0.6",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2022-03-08",,,,,"3.6",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","-0.6",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-03-09",,,,,"7.6",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","-2.2",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2022-03-10",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-3.9",",,7","-3.3",",,7,0800",,,,,,
"USC00451233","2022-03-11",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","-3.9",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2022-03-12",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","0.0",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2022-03-13",,,,,"12.2",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","1.1",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2022-03-14",,,,,"20.8",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","2.2",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-03-15",,,,,"50.5",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","2.8",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2022-03-16",,,,,"15.7",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","2.2",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2022-03-17",,,,,"1.8",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","1.7",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2022-03-18",,,,,"2.5",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","1.7",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2022-03-19",,,,,"12.7",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","3.3",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2022-03-21","    2",",,7","33.0",",,7",,,"0.0",",,7,","0.0",",,7,","7.2",",,7","0.0",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2022-03-22",,,,,"11.9",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","1.7",",,7","5.0",",,7,0800",,,,,,
